activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,relation,standard_units,standard_value,target_chembl_id,target_organism,type
17757947,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3933273,=,nM,1009.1,CHEMBL2358,Homo sapiens,IC50
17757961,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3935654,=,nM,713.7,CHEMBL2358,Homo sapiens,IC50
17757971,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3919262,=,nM,793.9,CHEMBL2358,Homo sapiens,IC50
17757981,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3960821,=,nM,1775.8,CHEMBL2358,Homo sapiens,IC50
17757983,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3974348,=,nM,1894.4,CHEMBL2358,Homo sapiens,IC50
17757990,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3890154,=,nM,2132.1,CHEMBL2358,Homo sapiens,IC50
17757991,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3960014,=,nM,1365.3,CHEMBL2358,Homo sapiens,IC50
17758001,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3960545,=,nM,2044.1,CHEMBL2358,Homo sapiens,IC50
17758018,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3911988,=,nM,1724.5,CHEMBL2358,Homo sapiens,IC50
17758020,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3924427,=,nM,1243.4,CHEMBL2358,Homo sapiens,IC50
17758021,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3896971,=,nM,1439.6,CHEMBL2358,Homo sapiens,IC50
17758027,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3949243,=,nM,810.6,CHEMBL2358,Homo sapiens,IC50
17758031,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3893056,=,nM,1872.0,CHEMBL2358,Homo sapiens,IC50
17758033,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3985351,=,nM,1260.4,CHEMBL2358,Homo sapiens,IC50
17758043,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3962682,=,nM,2382.0,CHEMBL2358,Homo sapiens,IC50
17758045,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3976827,=,nM,982.0,CHEMBL2358,Homo sapiens,IC50
17758046,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL4112371,=,nM,608.4,CHEMBL2358,Homo sapiens,IC50
17758047,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3929751,=,nM,888.0,CHEMBL2358,Homo sapiens,IC50
17758048,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3957320,=,nM,654.0,CHEMBL2358,Homo sapiens,IC50
17758049,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3971993,=,nM,1878.1,CHEMBL2358,Homo sapiens,IC50
17758050,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3897318,=,nM,548.0,CHEMBL2358,Homo sapiens,IC50
17758052,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3943317,=,nM,1954.7,CHEMBL2358,Homo sapiens,IC50
17758054,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3938750,=,nM,1984.8,CHEMBL2358,Homo sapiens,IC50
17758056,CHEMBL3888221,"Inhibition Assay: 5 uM ATP: Test compounds dissolved and diluted in DMSO (2 μl) were added to a reaction mixture comprising 10 μl of 5× Reaction Buffer (40 mM MOPS pH 7.0, 5 mM EDTA), 10 μl of recombinant human PIM2 solution (4 ng PIM-2 dissolved in dilution buffer (20 mM MOPS pH 7.0; EDTA 1 mM; 5% Glycerol; 0.01% Brij 35; 0.1%; 0.1% 2-mercaptoethanol; 1 mg/ml BSA)) and 8 ul of water. Reactions were initiated by the addition of 10 ul of ATP Solution (49% (15 mM MgCl2; 5 uM ATP) 1% ([γ-33P]ATP: Stock 1 mCi/100 μl; 3000 Ci/mmol (Perkin Elmer)) and 10 ul of substrate peptide solution (RSRSSYPAGT (SEQ ID NO.: 6), dissolved in water at a concentration of 1 mM), Reactions were maintained for 10 min at 30° C. The reactions were quenched with 100 ul of 0.75% Phosphoric acid, then transferred to and filtered through a Phosphocellulose filter plate (Millipore, MSPH-N6B-50). After washing each well 4 times with 0.75% Phosphoric acid, scintillation fluid (20 uL) was added to each well and",B,CHEMBL3896234,=,nM,813.3,CHEMBL2358,Homo sapiens,IC50
